symbol,stage,quality_score,quality_grade,last_close,last_date,P0_base_level,BOS1_date,BOS1_price,P1_resistance,Retest_date,Retest_price,Reaccum_bars,Reversal_date,Reversal_price,num_reversals,volatility_contracted,atr_contraction_ratio,distance_to_p1_pct,BOS2_date,BOS2_price,bars_since_bos2,confluence_score,bos1_weekly_confluence,nse_volume_gainer,volume_gainer_source,volume_surge_multiple,today_volume,avg_volume_20d,volume_vs_avg_multiple,entry_date,entry_price_ref,stop_loss,risk_pct,target_price,target_pct,reward_risk,exit_by_min_date,exit_by_max_date,notes
FOSECOIND,FRESH_BOS2,92.0,A - High-Quality Setup,7218.0,2026-09-17,5900.0,2026-08-26,6077.5,6580.0,2026-08-31,6250.0,11,2026-09-16,6846.5,1,False,1.04,0.0,2026-09-16,6846.5,1.0,9/9,3/3,True,nse,1.02,52283.0,28803.0,1.82,2026-09-18,7218.0,6250.0,13.41,8186.0,13.41,1.0,2026-09-24,2026-09-29,Continuation breakout confirmed
TEXINFRA,FRESH_BOS2,72.4,B - Good Setup,116.56,2026-09-17,106.4,2026-06-22,109.45,116.43,2026-06-23,107.01,54,2026-08-24,111.27,3,False,0.83,0.0,2026-09-08,120.03,5.0,8/9,2/3,False,,,11153.0,207584.0,0.05,2026-09-18,116.56,107.01,8.19,126.11,8.19,1.0,2026-09-24,2026-09-29,Continuation breakout confirmed
MANINDS,FRESH_BOS2,68.7,B - Good Setup,817.15,2026-09-17,638.7,2026-08-18,645.15,699.0,2026-08-21,681.3,13,,,0,False,1.37,0.0,2026-09-10,876.45,4.0,5/9,3/3,False,,,209747.0,1456642.0,0.14,2026-09-18,817.15,681.3,16.62,953.0,16.62,1.0,2026-09-24,2026-09-29,Continuation breakout confirmed
GMMPFAUDLR,FRESH_BOS2,68.4,B - Good Setup,1349.4,2026-09-17,1079.4,2026-09-01,1083.8,1109.0,2026-09-02,1050.1,7,,,0,False,1.22,0.0,2026-09-15,1348.0,1.0,8/9,2/3,False,,,49747.0,342999.0,0.15,2026-09-18,1349.4,1050.1,22.18,1648.7,22.18,1.0,2026-09-24,2026-09-29,Continuation breakout confirmed
CRAFTSMAN,FRESH_BOS2,55.0,C - Moderate / Watch,11102.0,2026-09-17,10960.0,2026-08-28,11118.0,11500.0,2026-09-01,11000.0,6,,,0,False,1.13,0.0,2026-09-10,11851.0,3.0,4/9,2/3,False,,,2841.0,53425.0,0.05,2026-09-18,11102.0,11000.0,0.92,11204.0,0.92,1.0,2026-09-24,2026-09-29,Continuation breakout confirmed
INOXINDIA,FRESH_BOS2,55.0,C - Moderate / Watch,2036.9,2026-09-17,2119.8,2026-08-27,2177.9,2267.9,2026-08-31,2082.0,8,,,0,False,1.09,0.0,2026-09-10,2295.8,3.0,3/9,3/3,False,,,63932.0,509270.0,0.13,,,,,,,,,,Continuation breakout confirmed
AGI,FRESH_BOS2,51.7,C - Moderate / Watch,725.5,2026-09-17,748.0,2026-08-21,753.6,772.0,2026-08-25,725.3,9,,,0,False,1.17,0.0,2026-09-08,783.8,5.0,3/9,2/3,False,,,6056.0,206216.0,0.03,2026-09-18,725.5,725.3,0.03,725.7,0.03,1.0,2026-09-24,2026-09-29,Continuation breakout confirmed
YATHARTH,FRESH_REVERSAL,87.7,A - High-Quality Setup,1011.0,2026-09-17,919.5,2026-08-25,923.05,1024.85,2026-08-31,960.3,10,2026-09-17,1011.0,1,False,1.13,1.35,,,,8/9,3/3,False,,,99185.0,446277.0,0.22,2026-09-18,1011.0,960.3,5.01,1061.7,5.01,1.0,2026-09-24,2026-09-29,"Higher-low reversal confirmed 0d ago at 1011.00 (green close above the last confirmed swing-low candle's high). Tactical early entry, 1.4% below P1=1024.85."
ACE,FRESH_REVERSAL,80.3,A - High-Quality Setup,1159.0,2026-09-17,1149.0,2026-08-18,1184.8,1196.0,2026-08-21,1145.1,18,2026-09-16,1149.7,2,False,0.97,3.09,,,,7/9,3/3,False,,,26356.0,268695.0,0.1,2026-09-18,1149.7,1145.1,0.4,1154.3,0.4,1.0,2026-09-24,2026-09-29,"Higher-low reversal confirmed 1d ago at 1149.70 (green close above the last confirmed swing-low candle's high). Tactical early entry, 3.1% below P1=1196.00."
TASTYBITE,FRESH_REVERSAL,77.7,B - Good Setup,10005.0,2026-09-17,9614.5,2026-08-14,10005.0,10470.0,2026-08-17,9600.0,20,2026-09-10,10201.0,1,False,0.93,4.44,,,,5/9,3/3,False,,,237.0,4830.0,0.05,2026-09-18,10201.0,9600.0,5.89,10802.0,5.89,1.0,2026-09-24,2026-09-29,"Higher-low reversal confirmed 3d ago at 10201.00 (green close above the last confirmed swing-low candle's high). Tactical early entry, 4.4% below P1=10470.00."
SUPRAJIT,FRESH_REVERSAL,74.3,B - Good Setup,492.55,2026-09-17,514.5,2026-08-05,524.1,541.0,2026-08-10,516.85,26,2026-09-10,500.3,1,False,0.98,8.96,,,,4/9,3/3,False,,,5687.0,70458.0,0.08,,,,,,,,,,"Higher-low reversal confirmed 3d ago at 500.30 (green close above the last confirmed swing-low candle's high). Tactical early entry, 9.0% below P1=541.00."
QUESS,FRESH_REVERSAL,74.3,B - Good Setup,352.05,2026-09-17,350.75,2026-08-26,370.7,376.5,2026-08-27,355.0,13,2026-09-09,355.0,1,False,1.13,6.49,,,,4/9,3/3,False,,,71334.0,821348.0,0.09,,,,,,,,,,"Higher-low reversal confirmed 4d ago at 355.00 (green close above the last confirmed swing-low candle's high). Tactical early entry, 6.5% below P1=376.50."
PARADEEP,FRESH_REVERSAL,71.0,B - Good Setup,148.25,2026-09-17,159.5,2026-08-25,159.63,165.79,2026-08-27,159.61,12,2026-09-08,159.79,1,False,1.03,10.58,,,,3/9,3/3,False,,,147750.0,6278594.0,0.02,2026-09-18,159.79,159.61,0.11,159.97,0.11,1.0,2026-09-24,2026-09-29,"Higher-low reversal confirmed 5d ago at 159.79 (green close above the last confirmed swing-low candle's high). Tactical early entry, 10.6% below P1=165.79."
GALAXYSURF,FRESH_REVERSAL,71.0,B - Good Setup,2223.1,2026-09-17,2114.0,2026-08-14,2508.4,2648.0,2026-08-26,2275.3,13,2026-09-09,2288.9,1,False,0.97,16.05,,,,4/9,2/3,False,,,2101.0,45054.0,0.05,2026-09-18,2288.9,2275.3,0.59,2302.5,0.59,1.0,2026-09-24,2026-09-29,"Higher-low reversal confirmed 4d ago at 2288.90 (green close above the last confirmed swing-low candle's high). Tactical early entry, 16.0% below P1=2648.00."
IPCALAB,FRESH_REVERSAL,70.7,B - Good Setup,1983.1,2026-09-17,1945.1,2026-08-26,1952.4,2001.5,2026-09-03,1907.9,9,2026-09-17,1983.1,1,False,0.86,0.92,,,,6/9,2/3,False,,,21328.0,208278.0,0.1,2026-09-18,1983.1,1907.9,3.79,2058.3,3.79,1.0,2026-09-24,2026-09-29,"Higher-low reversal confirmed 0d ago at 1983.10 (green close above the last confirmed swing-low candle's high). Tactical early entry, 0.9% below P1=2001.50."
UJJIVANSFB,FRESH_REVERSAL,70.3,B - Good Setup,65.52,2026-09-17,68.0,2026-07-23,68.78,73.29,2026-07-29,68.9,33,2026-09-10,66.52,2,False,0.87,10.6,,,,4/9,3/3,False,,,791633.0,14207690.0,0.06,,,,,,,,,,"Higher-low reversal confirmed 3d ago at 66.52 (green close above the last confirmed swing-low candle's high). Tactical early entry, 10.6% below P1=73.29."
HONASA,FRESH_REVERSAL,67.7,B - Good Setup,462.15,2026-09-17,491.35,2026-08-14,502.8,509.8,2026-08-18,470.05,20,2026-09-08,476.05,1,False,1.0,9.35,,,,2/9,3/3,False,,,79350.0,782552.0,0.1,2026-09-18,476.05,470.05,1.26,482.05,1.26,1.0,2026-09-24,2026-09-29,"Higher-low reversal confirmed 5d ago at 476.05 (green close above the last confirmed swing-low candle's high). Tactical early entry, 9.3% below P1=509.80."
BOSCHLTD,FRESH_REVERSAL,67.3,B - Good Setup,47950.0,2026-09-17,43650.0,2026-08-11,45185.0,50000.0,2026-09-02,46410.0,9,2026-09-08,48785.0,1,False,1.06,4.1,,,,4/9,3/3,False,,,1629.0,33629.0,0.05,2026-09-18,48785.0,46410.0,4.87,51160.0,4.87,1.0,2026-09-24,2026-09-29,"Higher-low reversal confirmed 5d ago at 48785.00 (green close above the last confirmed swing-low candle's high). Tactical early entry, 4.1% below P1=50000.00."
PRUDENT,FRESH_REVERSAL,63.0,C - Moderate / Watch,3344.8,2026-09-17,3160.1,2026-07-30,3221.4,3394.5,2026-08-05,3255.0,28,2026-09-11,3385.0,3,False,1.1,1.46,,,,3/9,3/3,False,,,696.0,28513.0,0.02,2026-09-18,3385.0,3255.0,3.84,3515.0,3.84,1.0,2026-09-24,2026-09-29,"Higher-low reversal confirmed 2d ago at 3385.00 (green close above the last confirmed swing-low candle's high). Tactical early entry, 1.5% below P1=3394.50."
SUDARSCHEM,FRESH_REVERSAL,60.7,C - Moderate / Watch,1215.9,2026-09-17,1164.9,2026-08-20,1186.5,1347.0,2026-09-02,1210.5,9,2026-09-09,1262.3,1,False,0.99,9.73,,,,3/9,2/3,False,,,7569.0,460009.0,0.02,2026-09-18,1262.3,1210.5,4.1,1314.1,4.1,1.0,2026-09-24,2026-09-29,"Higher-low reversal confirmed 4d ago at 1262.30 (green close above the last confirmed swing-low candle's high). Tactical early entry, 9.7% below P1=1347.00."
KPIL,FRESH_REVERSAL,56.7,C - Moderate / Watch,1409.5,2026-09-17,1335.0,2026-06-16,1365.7,1479.6,2026-06-29,1338.2,55,2026-09-10,1432.0,5,False,0.86,4.74,,,,5/9,3/3,False,,,34070.0,145522.0,0.23,2026-09-18,1432.0,1338.2,6.55,1525.8,6.55,1.0,2026-09-24,2026-09-29,"Higher-low reversal confirmed 3d ago at 1432.00 (green close above the last confirmed swing-low candle's high). Tactical early entry, 4.7% below P1=1479.60."
JINDALPOLY,FRESH_REVERSAL,51.7,C - Moderate / Watch,730.5,2026-09-17,657.4,2026-03-04,664.65,845.15,2026-04-01,703.85,117,2026-09-15,737.9,8,False,0.82,13.57,,,,6/9,2/3,False,,,9157.0,36593.0,0.25,2026-09-18,737.9,703.85,4.61,771.95,4.61,1.0,2026-09-24,2026-09-29,"Higher-low reversal confirmed 1d ago at 737.90 (green close above the last confirmed swing-low candle's high). Tactical early entry, 13.6% below P1=845.15."
CASTROLIND,PRE_BOS2_READY,79.0,B - Good Setup,190.22,2026-09-17,190.1,2026-08-05,191.54,195.0,2026-08-31,184.1,11,2026-09-04,190.27,1,False,1.06,2.45,,,,7/9,2/3,False,,,343419.0,1838560.0,0.19,,,,,,,,,,"Re-accumulation complete (11d), price 2.5% under P1=195.00; range not yet contracted. Watch for breakout w/ volume."
PVRINOX,PRE_BOS2_READY,75.0,B - Good Setup,1256.0,2026-09-17,1206.9,2026-08-20,1219.5,1284.5,2026-08-26,1230.4,16,2026-09-08,1231.3,2,False,1.12,2.22,,,,7/9,2/3,False,,,37542.0,731747.0,0.05,,,,,,,,,,"Re-accumulation complete (16d), price 2.2% under P1=1284.50; range not yet contracted. Watch for breakout w/ volume."
SSWL,PRE_BOS2_READY,72.3,B - Good Setup,355.2,2026-09-17,328.4,2026-09-01,357.25,365.95,2026-09-02,338.4,10,,,0,False,1.05,2.94,,,,7/9,3/3,False,,,86993.0,2358719.0,0.04,,,,,,,,,,"Re-accumulation complete (10d), price 2.9% under P1=365.95; range not yet contracted. Watch for breakout w/ volume."
MARKSANS,PRE_BOS2_READY,71.7,B - Good Setup,320.65,2026-09-17,281.6,2026-08-12,312.6,320.0,2026-08-14,300.75,23,2026-09-02,332.5,2,False,1.12,-0.2,,,,5/9,3/3,False,,,184508.0,2115204.0,0.09,,,,,,,,,,"Re-accumulation complete (23d), price -0.2% under P1=320.00; range not yet contracted. Watch for breakout w/ volume."
RADICO,PRE_BOS2_READY,69.0,B - Good Setup,4438.2,2026-09-17,4193.0,2026-07-28,4289.7,4494.4,2026-07-31,4321.0,34,2026-09-03,4559.0,1,False,0.93,1.25,,,,3/9,3/3,False,,,15544.0,200873.0,0.08,,,,,,,,,,"Re-accumulation complete (34d), price 1.3% under P1=4494.40; range not yet contracted. Watch for breakout w/ volume."
SHILPAMED,PRE_BOS2_READY,69.0,B - Good Setup,950.9,2026-09-17,834.1,2026-08-24,855.8,952.0,2026-09-02,887.05,11,,,0,False,1.2,0.12,,,,7/9,2/3,False,,,124410.0,1215841.0,0.1,,,,,,,,,,"Re-accumulation complete (11d), price 0.1% under P1=952.00; range not yet contracted. Watch for breakout w/ volume."
IOLCP,PRE_BOS2_READY,69.0,B - Good Setup,197.0,2026-09-17,179.6,2026-08-26,186.01,198.4,2026-09-02,186.0,11,,,0,False,1.12,0.71,,,,6/9,3/3,False,,,742088.0,5475322.0,0.14,,,,,,,,,,"Re-accumulation complete (11d), price 0.7% under P1=198.40; range not yet contracted. Watch for breakout w/ volume."
THEJO,PRE_BOS2_READY,69.0,B - Good Setup,2180.1,2026-09-17,2036.5,2026-07-31,2108.7,2189.5,2026-08-04,2062.0,29,,,0,False,1.06,0.43,,,,7/9,2/3,False,,,251.0,9559.0,0.03,,,,,,,,,,"Re-accumulation complete (29d), price 0.4% under P1=2189.50; range not yet contracted. Watch for breakout w/ volume."
SURAKSHA,PRE_BOS2_READY,69.0,B - Good Setup,327.1,2026-09-17,324.95,2026-08-21,325.8,333.0,2026-08-25,313.1,15,,,0,False,0.92,1.77,,,,7/9,2/3,False,,,3872.0,104547.0,0.04,,,,,,,,,,"Re-accumulation complete (15d), price 1.8% under P1=333.00; range not yet contracted. Watch for breakout w/ volume."
MAXESTATES,BASING,79.4,B - Good Setup,581.95,2026-09-17,492.0,2026-08-20,499.85,579.0,2026-08-27,538.65,13,2026-09-03,530.7,1,False,1.17,-0.51,,,,8/9,2/3,False,,,25122.0,318230.0,0.08,,,,,,,,,,"Re-accumulating 13d, still -0.5% below P1=579.00"
TALBROAUTO,BASING,79.4,B - Good Setup,425.8,2026-09-17,435.0,2026-08-05,438.3,451.6,2026-08-12,405.0,24,2026-09-07,431.8,1,False,0.96,5.71,,,,8/9,2/3,False,,,20914.0,226230.0,0.09,,,,,,,,,,"Re-accumulating 24d, still 5.7% below P1=451.60"
AVALON,BASING,79.3,B - Good Setup,2268.2,2026-09-17,2004.0,2026-08-17,2059.4,2351.0,2026-08-25,2077.0,16,2026-09-09,2293.6,1,False,1.14,3.52,,,,7/9,3/3,False,,,78166.0,407738.0,0.19,,,,,,,,,,"Re-accumulating 16d, still 3.5% below P1=2351.00"
LUMAXTECH,BASING,76.0,B - Good Setup,1993.0,2026-09-17,1898.0,2026-08-11,2076.3,2110.0,2026-08-14,1970.0,23,2026-08-28,1985.5,1,False,0.95,5.55,,,,6/9,3/3,False,,,9409.0,143972.0,0.07,,,,,,,,,,"Re-accumulating 23d, still 5.5% below P1=2110.00"
PITTIENG,BASING,76.0,B - Good Setup,1128.5,2026-09-17,1100.0,2026-08-25,1123.3,1168.0,2026-08-27,1105.0,12,2026-09-03,1105.1,1,False,1.06,3.38,,,,6/9,3/3,False,,,7736.0,157669.0,0.05,,,,,,,,,,"Re-accumulating 12d, still 3.4% below P1=1168.00"
YESBANK,BASING,75.7,B - Good Setup,23.31,2026-09-17,23.99,2026-06-17,25.11,25.78,2026-06-23,24.5,62,2026-08-03,23.0,1,True,0.64,9.58,,,,5/9,3/3,False,,,6522567.0,64878748.0,0.1,,,,,,,,,,"Re-accumulating 62d, still 9.6% below P1=25.78"
GPTHEALTH,BASING,75.3,B - Good Setup,162.55,2026-09-17,164.69,2026-07-27,165.99,175.0,2026-08-04,161.0,30,2026-09-04,158.17,2,False,0.94,7.11,,,,7/9,3/3,False,,,11430.0,100787.0,0.11,,,,,,,,,,"Re-accumulating 30d, still 7.1% below P1=175.00"
RAINBOW,BASING,72.7,B - Good Setup,1461.8,2026-09-17,1511.7,2026-07-30,1520.6,1610.0,2026-08-14,1414.5,21,2026-08-17,1478.5,1,False,0.96,9.2,,,,6/9,2/3,False,,,3668.0,76372.0,0.05,,,,,,,,,,"Re-accumulating 21d, still 9.2% below P1=1610.00"
SALSTEEL,BASING,72.7,B - Good Setup,77.24,2026-09-17,73.9,2026-08-19,79.22,81.8,2026-08-21,75.57,16,2026-08-31,78.8,1,False,1.02,5.57,,,,5/9,3/3,False,,,31663.0,661626.0,0.05,,,,,,,,,,"Re-accumulating 16d, still 5.6% below P1=81.80"
EMCURE,BASING,72.0,B - Good Setup,1926.6,2026-09-17,1944.0,2026-07-31,1960.1,2009.2,2026-08-06,1912.5,30,2026-09-04,1927.6,2,False,0.92,4.11,,,,6/9,3/3,False,,,4934.0,125150.0,0.04,,,,,,,,,,"Re-accumulating 30d, still 4.1% below P1=2009.20"
CUPID,BASING,69.4,B - Good Setup,279.45,2026-09-17,226.0,2026-07-28,231.83,299.0,2026-08-17,235.11,23,2026-09-04,283.15,1,False,1.2,6.54,,,,5/9,2/3,False,,,1272996.0,11165490.0,0.11,,,,,,,,,,"Re-accumulating 23d, still 6.5% below P1=299.00"
HAL,BASING,69.3,B - Good Setup,4728.0,2026-09-17,4836.3,2026-08-06,4920.0,5149.9,2026-09-02,4707.0,10,2026-09-04,4856.0,1,False,1.0,8.19,,,,4/9,3/3,False,,,74824.0,717927.0,0.1,,,,,,,,,,"Re-accumulating 10d, still 8.2% below P1=5149.90"
MOTILALOFS,BASING,69.3,B - Good Setup,995.0,2026-09-17,989.75,2026-08-21,990.0,1053.0,2026-08-31,1022.0,13,2026-09-04,1037.0,1,False,0.99,5.51,,,,4/9,3/3,False,,,67066.0,849822.0,0.08,,,,,,,,,,"Re-accumulating 13d, still 5.5% below P1=1053.00"
FLUOROCHEM,BASING,69.3,B - Good Setup,4595.7,2026-09-17,4653.2,2026-08-13,4714.7,4958.9,2026-08-24,4555.3,15,2026-08-26,4732.1,1,False,0.89,7.32,,,,4/9,3/3,False,,,7536.0,140465.0,0.05,,,,,,,,,,"Re-accumulating 15d, still 7.3% below P1=4958.90"
ENDURANCE,BASING,69.3,B - Good Setup,2700.1,2026-09-17,2835.0,2026-08-04,2838.7,3043.0,2026-08-14,2878.0,21,2026-08-18,3018.3,1,False,0.95,11.27,,,,4/9,3/3,False,,,15413.0,103658.0,0.15,,,,,,,,,,"Re-accumulating 21d, still 11.3% below P1=3043.00"
PNBHOUSING,BASING,69.3,B - Good Setup,1127.6,2026-09-17,1132.7,2026-08-06,1150.0,1207.0,2026-08-24,1154.2,15,2026-09-04,1166.0,1,False,0.89,6.58,,,,4/9,3/3,False,,,68185.0,795212.0,0.09,,,,,,,,,,"Re-accumulating 15d, still 6.6% below P1=1207.00"
KINGFA,BASING,69.3,B - Good Setup,5907.5,2026-09-17,5699.4,2026-08-11,5708.0,6200.0,2026-08-14,5777.0,23,2026-09-09,6157.5,1,False,1.09,4.72,,,,4/9,3/3,False,,,758.0,13901.0,0.05,,,,,,,,,,"Re-accumulating 23d, still 4.7% below P1=6200.00"
RBLBANK,BASING,69.0,B - Good Setup,408.3,2026-09-17,383.45,2026-08-05,389.8,394.5,2026-09-02,375.0,9,2026-09-03,408.1,1,False,1.0,-3.5,,,,7/9,2/3,False,,,137935.0,3186942.0,0.04,,,,,,,,,,"Re-accumulating 9d, still -3.5% below P1=394.50"
63MOONS,BASING,68.7,B - Good Setup,868.55,2026-09-17,780.0,2026-07-30,847.35,957.95,2026-08-12,826.0,24,2026-09-02,805.1,2,False,0.95,9.33,,,,6/9,2/3,False,,,50759.0,414496.0,0.12,,,,,,,,,,"Re-accumulating 24d, still 9.3% below P1=957.95"
TATATECH,BASING,66.0,B - Good Setup,752.55,2026-09-17,784.0,2026-08-06,801.55,891.0,2026-08-13,832.1,25,2026-08-28,834.35,1,False,0.97,15.54,,,,3/9,3/3,False,,,51594.0,950442.0,0.05,,,,,,,,,,"Re-accumulating 25d, still 15.5% below P1=891.00"
HCG,BASING,66.0,B - Good Setup,683.2,2026-09-17,688.2,2026-08-10,715.65,755.0,2026-08-17,702.65,20,2026-08-19,745.25,1,False,1.07,9.51,,,,3/9,3/3,False,,,2004.0,133199.0,0.02,,,,,,,,,,"Re-accumulating 20d, still 9.5% below P1=755.00"
EPL,BASING,66.0,B - Good Setup,238.0,2026-09-17,259.83,2026-08-20,270.1,274.03,2026-08-28,247.45,13,2026-09-03,246.55,1,False,1.09,13.15,,,,3/9,3/3,False,,,125109.0,10075650.0,0.01,,,,,,,,,,"Re-accumulating 13d, still 13.1% below P1=274.03"
INDIGOPNTS,BASING,66.0,B - Good Setup,1095.3,2026-09-17,1133.8,2026-08-10,1141.2,1159.0,2026-08-13,1113.7,22,2026-08-26,1186.1,1,False,1.09,5.5,,,,4/9,2/3,False,,,7257.0,74643.0,0.1,,,,,,,,,,"Re-accumulating 22d, still 5.5% below P1=1159.00"
KDDL,BASING,66.0,B - Good Setup,3876.0,2026-09-17,3416.0,2026-08-03,3463.2,4155.5,2026-08-06,3654.5,28,2026-09-07,3991.9,1,False,1.12,6.73,,,,3/9,3/3,False,,,738.0,50801.0,0.01,,,,,,,,,,"Re-accumulating 28d, still 6.7% below P1=4155.50"
MPSLTD,BASING,66.0,B - Good Setup,2623.5,2026-09-17,2800.0,2026-08-05,2873.7,2890.0,2026-08-06,2700.1,28,2026-08-19,2929.6,1,False,0.91,9.22,,,,4/9,2/3,False,,,535.0,20636.0,0.03,,,,,,,,,,"Re-accumulating 28d, still 9.2% below P1=2890.00"
KOLTEPATIL,BASING,66.0,B - Good Setup,436.0,2026-09-17,408.0,2026-08-06,429.3,554.6,2026-08-25,443.65,16,2026-09-03,449.55,1,False,1.05,21.38,,,,4/9,2/3,False,,,7572.0,162338.0,0.05,,,,,,,,,,"Re-accumulating 16d, still 21.4% below P1=554.60"
TCPLPACK,BASING,66.0,B - Good Setup,3859.7,2026-09-17,3470.0,2026-08-11,3675.8,4410.9,2026-08-28,3790.0,11,2026-08-31,3908.1,1,False,0.95,12.5,,,,3/9,3/3,False,,,740.0,8782.0,0.08,,,,,,,,,,"Re-accumulating 11d, still 12.5% below P1=4410.90"
APCOTEXIND,BASING,66.0,B - Good Setup,590.0,2026-09-17,579.75,2026-07-27,588.5,709.3,2026-07-30,621.2,32,2026-08-17,605.45,1,False,1.07,16.82,,,,3/9,3/3,False,,,9020.0,156272.0,0.06,,,,,,,,,,"Re-accumulating 32d, still 16.8% below P1=709.30"
ADOR,BASING,66.0,B - Good Setup,1573.1,2026-09-17,1597.0,2026-08-19,1634.6,1701.9,2026-08-26,1522.0,13,2026-08-28,1635.6,1,False,1.06,7.57,,,,3/9,3/3,False,,,2717.0,62677.0,0.04,,,,,,,,,,"Re-accumulating 13d, still 7.6% below P1=1701.90"
MANALIPETC,BASING,66.0,B - Good Setup,82.9,2026-09-17,78.72,2026-08-31,81.75,88.0,2026-09-02,81.6,11,,,0,False,1.13,5.8,,,,6/9,3/3,False,,,190805.0,10545092.0,0.02,,,,,,,,,,"Re-accumulating 11d, still 5.8% below P1=88.00"
AVTNPL,BASING,66.0,B - Good Setup,86.8,2026-09-17,78.0,2026-08-14,81.25,92.45,2026-08-20,85.23,17,2026-08-31,92.06,1,False,1.27,6.11,,,,3/9,3/3,False,,,6330.0,396933.0,0.02,,,,,,,,,,"Re-accumulating 17d, still 6.1% below P1=92.45"
WSTCSTPAPR,BASING,65.7,B - Good Setup,727.85,2026-09-17,662.65,2026-09-07,687.5,699.15,2026-09-09,664.0,6,,,0,False,1.01,-4.1,,,,8/9,3/3,False,,,25606.0,288807.0,0.09,,,,,,,,,,"Re-accumulating 6d, still -4.1% below P1=699.15"
UNOMINDA,BASING,65.3,B - Good Setup,1195.5,2026-09-17,1255.0,2026-08-06,1278.0,1298.3,2026-08-14,1230.1,23,2026-08-26,1260.0,2,False,0.89,7.92,,,,4/9,3/3,False,,,40936.0,598599.0,0.07,,,,,,,,,,"Re-accumulating 23d, still 7.9% below P1=1298.30"
RPGLIFE,BASING,64.3,C - Moderate / Watch,2754.2,2026-09-17,2524.9,2026-07-09,2656.8,2956.0,2026-07-15,2722.5,44,,,0,False,1.08,6.83,,,,7/9,3/3,False,,,340.0,15617.0,0.02,,,,,,,,,,"Re-accumulating 44d, still 6.8% below P1=2956.00"
MINDACORP,BASING,62.7,C - Moderate / Watch,672.7,2026-09-17,714.75,2026-08-03,727.6,750.8,2026-08-11,712.4,25,2026-08-31,712.55,1,False,1.14,10.4,,,,3/9,2/3,False,,,17226.0,262074.0,0.07,,,,,,,,,,"Re-accumulating 25d, still 10.4% below P1=750.80"
CONCORDBIO,BASING,62.7,C - Moderate / Watch,1454.4,2026-09-17,1471.9,2026-08-17,1515.0,1615.0,2026-08-24,1517.6,17,2026-09-08,1470.5,1,False,0.96,9.94,,,,3/9,2/3,False,,,13131.0,120433.0,0.11,,,,,,,,,,"Re-accumulating 17d, still 9.9% below P1=1615.00"
PGIL,BASING,62.7,C - Moderate / Watch,1123.0,2026-09-17,1072.1,2026-08-06,1110.75,1269.8,2026-08-19,1163.25,19,2026-08-31,1231.9,1,False,1.02,11.56,,,,2/9,3/3,False,,,56384.0,158857.0,0.35,,,,,,,,,,"Re-accumulating 19d, still 11.6% below P1=1269.80"
WESTLIFE,BASING,62.7,C - Moderate / Watch,552.65,2026-09-17,559.2,2026-08-05,587.0,597.0,2026-08-07,566.75,26,2026-08-20,594.5,1,False,0.87,7.43,,,,3/9,2/3,False,,,5192.0,458104.0,0.01,,,,,,,,,,"Re-accumulating 26d, still 7.4% below P1=597.00"
AARTIPHARM,BASING,62.7,C - Moderate / Watch,820.9,2026-09-17,814.0,2026-08-10,823.0,932.6,2026-08-14,845.3,22,2026-08-24,843.15,1,False,1.08,11.98,,,,3/9,2/3,False,,,30835.0,378211.0,0.08,,,,,,,,,,"Re-accumulating 22d, still 12.0% below P1=932.60"
HNDFDS,BASING,62.7,C - Moderate / Watch,610.1,2026-09-17,600.4,2026-08-17,608.45,677.75,2026-08-25,623.0,14,2026-08-31,658.2,1,False,1.07,9.98,,,,2/9,3/3,False,,,3543.0,116122.0,0.03,,,,,,,,,,"Re-accumulating 14d, still 10.0% below P1=677.75"
CYIENTDLM,BASING,62.7,C - Moderate / Watch,912.35,2026-09-17,764.8,2026-08-25,769.35,869.95,2026-09-02,836.05,10,,,0,False,1.23,-4.87,,,,6/9,2/3,False,,,177398.0,782391.0,0.23,,,,,,,,,,"Re-accumulating 10d, still -4.9% below P1=869.95"
RPTECH,BASING,62.7,C - Moderate / Watch,809.5,2026-09-17,812.85,2026-07-30,813.0,900.0,2026-08-06,851.1,29,2026-08-21,876.9,1,False,1.1,10.06,,,,3/9,2/3,False,,,17983.0,561347.0,0.03,,,,,,,,,,"Re-accumulating 29d, still 10.1% below P1=900.00"
RAMRAT,BASING,62.7,C - Moderate / Watch,532.5,2026-09-17,520.0,2026-08-26,523.7,602.45,2026-09-01,555.05,10,,,0,False,1.16,11.61,,,,5/9,3/3,False,,,13244.0,508529.0,0.03,,,,,,,,,,"Re-accumulating 10d, still 11.6% below P1=602.45"
BAJAJHIND,BASING,62.7,C - Moderate / Watch,19.93,2026-09-17,21.02,2026-08-20,23.33,23.98,2026-08-21,22.13,19,2026-09-07,22.77,1,False,1.14,16.89,,,,3/9,2/3,False,,,1976994.0,53371222.0,0.04,,,,,,,,,,"Re-accumulating 19d, still 16.9% below P1=23.98"
INDOTECH,BASING,62.7,C - Moderate / Watch,3439.1,2026-09-17,3599.0,2026-08-05,3607.2,3976.8,2026-08-10,3656.0,25,2026-08-14,3558.1,1,False,1.02,13.52,,,,3/9,2/3,False,,,907.0,21634.0,0.04,,,,,,,,,,"Re-accumulating 25d, still 13.5% below P1=3976.80"
